ID_MT,ENTIDAD,GiZScore,Fallecidos,GiPValue,Tramo,Nombre,Latitud,Longitud,PR,Municipio,Departamento,divipola
4G021,ANI,2.113062,6,0.034595,Popayán-Santander de Quilichao,Popayán – Santander de Quilichao,2.827031,-76.53812,47,CALDONO,CAUCA,19137
4G021,ANI,1.848127,4,0.064584,Popayán-Santander de Quilichao,Popayán – Santander de Quilichao,2.619268,-76.517618,19,CAJIBÍO,CAUCA,19130
4G021,ANI,2.113062,8,0.034595,Popayán-Santander de Quilichao,Popayán – Santander de Quilichao,2.612005,-76.521688,19,CAJIBÍO,CAUCA,19130
4G021,ANI,2.454862,9,0.014094,Popayán-Santander de Quilichao,Popayán – Santander de Quilichao,2.6019,-76.527638,17,CAJIBÍO,CAUCA,19130
4G021,ANI,1.771262,6,0.076517,Popayán-Santander de Quilichao,Popayán – Santander de Quilichao,2.589271,-76.533741,15,CAJIBÍO,CAUCA,19130
<Null>,INVIAS-OTROS,1.88596,7,0.0593,,,2.450318,-76.627068,3,POPAYÁN,CAUCA,19001
<Null>,INVIAS-OTROS,1.659538,7,0.097007,Pasto-Popayán,,2.456928,-76.638843,58,POPAYÁN,CAUCA,19001
<Null>,INVIAS-OTROS,2.022182,6,0.043158,Pasto-Popayán,,2.442898,-76.631766,2,POPAYÁN,CAUCA,19001
<Null>,INVIAS-OTROS,1.942162,4,0.052117,Pasto-Popayán,,2.109391,-76.989407,41,PATÍA (El Bordo),CAUCA,19532
<Null>,INVIAS-OTROS,2.699465,12,0.006945,Pasto-Popayán,,1.409443,-77.285404,34,CHACHAGUÍ,NARIÑO,52240
<Null>,INVIAS-OTROS,2.884258,21,0.003923,Pasto - La Unión - Mercaderes,,1.233546,-77.288157,6,PASTO,NARIÑO,52001
<Null>,INVIAS-OTROS,3.480262,6,0.000501,Pasto - Sandona - Yacuanquer,,1.228488,-77.290755,91,PASTO,NARIÑO,52001
<Null>,INVIAS-OTROS,2.33129,2,0.019738,Pasto - Sandona - Yacuanquer,,1.235623,-77.300487,6,PASTO,NARIÑO,52001
<Null>,INVIAS-OTROS,2.77157,12,0.005579,,,3.547273,-76.294634,23,PALMIRA,VALLE DEL CAUCA,76520
<Null>,INVIAS-OTROS,2.143707,13,0.032056,Palmira - El Palo,,3.178586,-76.257139,38,CORINTO,CAUCA,19212
<Null>,INVIAS-OTROS,1.811623,9,0.070044,Palmira - El Palo,,3.295063,-76.229263,52,FLORIDA,VALLE DEL CAUCA,76275
<Null>,INVIAS-OTROS,2.352995,1,0.018623,Palmira - El Palo,,3.403672,-76.238295,68,PRADERA,VALLE DEL CAUCA,76563
<Null>,INVIAS-OTROS,2.352995,16,0.018623,Palmira - El Palo,,3.418195,-76.242316,70,PRADERA,VALLE DEL CAUCA,76563
<Null>,INVIAS-OTROS,2.699465,12,0.006945,Palmira - El Palo,,3.454401,-76.242808,74,PRADERA,VALLE DEL CAUCA,76563
<Null>,INVIAS-OTROS,4.163861,4,0.000031,Candelaria-Buga,,3.421848,-76.350184,37,CANDELARIA,VALLE DEL CAUCA,76130
<Null>,INVIAS-OTROS,5.073733,26,0,Santander de Quilichao-Candelaria,,3.405531,-76.35194,35,CANDELARIA,VALLE DEL CAUCA,76130
<Null>,INVIAS-OTROS,1.811623,9,0.070044,Santander de Quilichao-Candelaria,,3.387203,-76.352804,33,CANDELARIA,VALLE DEL CAUCA,76130
<Null>,INVIAS-OTROS,2.699465,12,0.006945,El Cerrito - Obando - Cali,,3.57099,-76.408845,sd,PALMIRA,VALLE DEL CAUCA,76520
<Null>,INVIAS-OTROS,2.77157,7,0.005579,,,3.563894,-76.290876,26,PALMIRA,VALLE DEL CAUCA,76520
<Null>,INVIAS-OTROS,3.291359,14,0.000997,,,3.580975,-76.281778,27,PALMIRA,VALLE DEL CAUCA,76520
<Null>,INVIAS-OTROS,2.699465,12,0.006945,Granada - Villavicencio,,4.102055,-73.658598,72,VILLAVICENCIO,META,50001
4G012,ANI,1.811623,9,0.070044,Granada - Villavicencio,IP Malla Vial del Meta,4.086963,-73.673234,70,VILLAVICENCIO,META,50001
4G012,ANI,4.179201,17,0.000029,Granada - Villavicencio,IP Malla Vial del Meta,3.975073,-73.767709,48,ACACÍAS,META,50006
4G012,ANI,1.811623,9,0.070044,Granada - Villavicencio,IP Malla Vial del Meta,3.846129,-73.763028,34,GUAMAL,META,50318
4G012,ANI,1.811623,9,0.070044,Granada - Villavicencio,IP Malla Vial del Meta,3.765605,-73.728621,24,CUBARRAL,META,50223
<Null>,INVIAS-OTROS,2.403517,11,0.016238,San Juan de Arama-Granada,,3.435439,-73.762426,93,GRANADA,META,50313
<Null>,INVIAS-OTROS,2.10757,10,0.035068,Florencia - Guayabal - Altamira,,1.984003,-75.79456,5,SUAZA,HUILA,41770
<Null>,INVIAS-OTROS,2.995412,13,0.002741,Florencia - Guayabal - Altamira,,1.958148,-75.799874,8,SUAZA,HUILA,41770
<Null>,INVIAS-OTROS,2.10757,10,0.035068,Florencia - Guayabal - Altamira,,1.824159,-75.80044,28,SUAZA,HUILA,41770
<Null>,INVIAS-OTROS,2.113062,6,0.034595,Florencia - Guayabal - Altamira,,1.625063,-75.612312,sd,FLORENCIA,CAQUETÁ,18001
<Null>,INVIAS-OTROS,2.77157,13,0.005579,Florencia  - San Vicente del Caguán,,1.611408,-75.604107,sd,FLORENCIA,CAQUETÁ,18001
<Null>,INVIAS-OTROS,2.995412,13,0.002741,Pasto - La Unión - Mercaderes,,1.598288,-77.131184,89,LA UNIÓN,NARIÑO,52399
<Null>,INVIAS-OTROS,2.699465,12,0.006945,Tumaco-Pedregal,,1.390962,-78.52431,65,TUMACO,NARIÑO,52835
<Null>,INVIAS-OTROS,2.10757,10,0.035068,Tumaco-Pedregal,,1.401704,-78.567598,61,TUMACO,NARIÑO,52835
<Null>,INVIAS-OTROS,2.995412,13,0.002741,Tumaco-Pedregal,,1.658525,-78.745214,25,TUMACO,NARIÑO,52835
<Null>,INVIAS-OTROS,2.403517,11,0.016238,Tumaco-Pedregal,,1.700747,-78.768033,19,TUMACO,NARIÑO,52835
<Null>,INVIAS-OTROS,14.537352,52,0,Tumaco-Pedregal,,1.759821,-78.785521,13,TUMACO,NARIÑO,52835
<Null>,INVIAS-OTROS,6.329459,11,0,Tumaco-Pedregal,,1.798587,-78.787178,8,TUMACO,NARIÑO,52835
<Null>,INVIAS-OTROS,6.329459,25,0,Tumaco-Pedregal,,1.806879,-78.773299,5,TUMACO,NARIÑO,52835
<Null>,INVIAS-OTROS,2.144165,4,0.03202,Ipiales - Aldana - Guachucal,,0.828364,-77.65515,2,IPIALES,NARIÑO,52356
<Null>,INVIAS-OTROS,2.440202,15,0.014679,Ipiales - Aldana - Guachucal,,0.829329,-77.639032,24,IPIALES,NARIÑO,52356
4G025,ANI,3.309362,21,0.000935,Ipiales-Pedregal,Rumichaca – Pasto,0.833808,-77.601423,0,IPIALES,NARIÑO,52356
4G025,ANI,3.258129,2,0.001121,Puente Rumichaca-Ipiales,Rumichaca – Pasto,0.826163,-77.615641,6,IPIALES,NARIÑO,52356
4G025,ANI,2.440202,8,0.014679,Puente Rumichaca-Ipiales,Rumichaca – Pasto,0.821057,-77.639026,3,IPIALES,NARIÑO,52356
4G025,ANI,2.868352,1,0.004126,Puente Rumichaca-Ipiales,Rumichaca – Pasto,0.821702,-77.625752,0,IPIALES,NARIÑO,52356
4G025,ANI,3.138462,5,0.001698,Ipiales-Pedregal,Rumichaca – Pasto,0.844634,-77.588471,10,IPIALES,NARIÑO,52356
<Null>,DEPTO,2.143707,1,0.032056,Yopal - Tame,,6.444969,-71.734549,sd,TAME,ARAUCA,81794
<Null>,INVIAS-OTROS,2.10757,10,0.035068,Tierralta-Puerto Libertador-Montelíbano,,7.954895,-75.432629,sd,MONTELÍBANO,CÓRDOBA,23466
<Null>,INVIAS-OTROS,2.980858,10,0.002874,La Gloria- El Tarra-Campo Seis,,8.635917,-72.738802,sd,TIBÚ,NORTE DE SANTANDER,54810
<Null>,DEPTO,2.292183,10,0.021895,La Gloria- El Tarra-Campo Seis,,8.637569,-72.728412,sd,TIBÚ,NORTE DE SANTANDER,54810
<Null>,DEPTO,3.587306,15,0.000334,San Alberto - Bucaramanga,,7.251126,-73.149176,14,RIONEGRO,SANTANDER,68615
4G017,ANI,5.954884,23,0,Neiva-Girardot,IP  –  Neiva – Espinal - Girardot,4.209663,-74.852622,50,FLANDES,TOLIMA,73275
4G026,ANI,3.587306,15,0.000334,Chigorodó-Turbo,Autopistas al Mar 2,7.873917,-76.635127,30,APARTADÓ,ANTIOQUIA,5045
3G012,ANI,2.699465,12,0.006945,Bosconia - Cienaga,Ruta del Sol 3,9.780252,-73.748405,62,EL PASO,CESAR,20250
4G026,ANI,6.546778,25,0,Chigorodó-Turbo,Autopistas al Mar 2,8.005361,-76.640697,16,TURBO,ANTIOQUIA,5837
3G012,ANI,2.403517,11,0.016238,Bosconia - Cienaga,Ruta del Sol 3,10.31016,-74.046928,8,ALGARROBO,MAGDALENA,47030
4G016,ANI,2.699465,12,0.006945,San Pelayo-Lorica,IP – Antioquia – Bolívar,9.030229,-75.827469,25,COTORRA,CÓRDOBA,23300
4G017,ANI,4.771095,19,0.000002,Neiva-Girardot,IP  –  Neiva – Espinal - Girardot,3.728237,-75.078416,97,COYAIMA,TOLIMA,73217
