Fecha,Ciudad,Sistema,Pasajeros/dia,Variación Transmilenio,Pasajeros día típico laboral,Pasajeros día sábado,Pasajeros día festivo,DíaSemana
07/04/2020,Medellin,SITVA,266043,"-0,860122988",1901978,1498727,780939,2
07/04/2020,Pereira,MEGABUS,22593,"-0,823796414",128221,100186,52276,2
08/04/2020,Bogotá,TRANSMILENIO/SITP,675671,"-0,824958466",3860061,2499019,1188607,3
08/04/2020,Cartagena,TRANSCARIBE,3848,"-0,972514286",140000,95430,45203,3
08/04/2020,Barranquilla,TRANSMETRO,27486,"-0,809490144",144276,110000,52000,3
08/04/2020,Bucaramanga,METROLINEA,22754,"-0,785651035",106154,70267,33354,3
08/04/2020,Medellin,SITVA,272900,"-0,856517794",1901978,1498727,780939,3
08/04/2020,Pereira,MEGABUS,21881,"-0,829349327",128221,100186,52276,3
09/04/2020,Bogotá,TRANSMILENIO/SITP,285240,"-0,926104795",3860061,2499019,1188607,4
09/04/2020,Cartagena,TRANSCARIBE,1231,"-0,991207143",140000,95430,45203,4
09/04/2020,Barranquilla,TRANSMETRO,12641,"-0,91238321",144276,110000,52000,4
09/04/2020,Bucaramanga,METROLINEA,10874,"-0,897563917",106154,70267,33354,4
09/04/2020,Medellin,SITVA,125517,"-0,934007123",1901978,1498727,780939,4
09/04/2020,Pereira,MEGABUS,10649,"-0,916948082",128221,100186,52276,4
10/04/2020,Bogotá,TRANSMILENIO/SITP,224445,"-0,941854546",3860061,2499019,1188607,5
10/04/2020,Cartagena,TRANSCARIBE,1207,"-0,991378571",140000,95430,45203,5
10/04/2020,Barranquilla,TRANSMETRO,9664,"-0,933017272",144276,110000,52000,5
10/04/2020,Bucaramanga,METROLINEA,7107,"-0,933050097",106154,70267,33354,5
10/04/2020,Medellin,SITVA,97623,"-0,948672908",1901978,1498727,780939,5
10/04/2020,Pereira,MEGABUS,8228,"-0,935829544",128221,100186,52276,5
11/04/2020,Bogotá,TRANSMILENIO/SITP,396985,"-0,841143665",3860061,2499019,1188607,6
11/04/2020,Cartagena,TRANSCARIBE,2899,"-0,969621712",140000,95430,45203,6
11/04/2020,Barranquilla,TRANSMETRO,17047,"-0,845027273",144276,110000,52000,6
11/04/2020,Bucaramanga,METROLINEA,7271,"-0,896523261",106154,70267,33354,6
11/04/2020,Medellin,SITVA,184788,"-0,876703362",1901978,1498727,780939,6
11/04/2020,Pereira,MEGABUS,13826,"-0,861996686",128221,100186,52276,6
12/04/2020,Bogotá,TRANSMILENIO/SITP,249157,"-0,79037899",3860061,2499019,1188607,7
12/04/2020,Cartagena,TRANSCARIBE,1067,"-0,976395372",140000,95430,45203,7
12/04/2020,Barranquilla,TRANSMETRO,9786,"-0,811807692",144276,110000,52000,7
12/04/2020,Bucaramanga,METROLINEA,4614,"-0,861665767",106154,70267,33354,7
12/04/2020,Medellin,SITVA,100824,"-0,870893885",1901978,1498727,780939,7
12/04/2020,Pereira,MEGABUS,6637,"-0,873039253",128221,100186,52276,7
13/04/2020,Bogotá,TRANSMILENIO/SITP,635816,"-0,835283432",3860061,2499019,1188607,1
13/04/2020,Cartagena,TRANSCARIBE,3750,"-0,973214286",140000,95430,45203,1
13/04/2020,Barranquilla,TRANSMETRO,25367,"-0,824177271",144276,110000,52000,1
13/04/2020,Bucaramanga,METROLINEA,23062,"-0,78274959",106154,70267,33354,1
13/04/2020,Medellin,SITVA,289735,"-0,847666482",1901978,1498727,780939,1
13/04/2020,Pereira,MEGABUS,22915,"-0,821285125",128221,100186,52276,1
14/04/2020,Bogotá,TRANSMILENIO/SITP,700872,"-0,818429812",3860061,2499019,1188607,2
14/04/2020,Cartagena,TRANSCARIBE,3842,"-0,972557143",140000,95430,45203,2
14/04/2020,Barranquilla,TRANSMETRO,25603,"-0,822541518",144276,110000,52000,2
14/04/2020,Bucaramanga,METROLINEA,24469,"-0,769495262",106154,70267,33354,2
14/04/2020,Medellin,SITVA,283015,"-0,851199646",1901978,1498727,780939,2
14/04/2020,Pereira,MEGABUS,23119,"-0,819694122",128221,100186,52276,2
15/04/2020,Bogotá,TRANSMILENIO/SITP,657841,"-0,829577564",3860061,2499019,1188607,3
15/04/2020,Cartagena,TRANSCARIBE,4019,"-0,971292857",140000,95430,45203,3
15/04/2020,Barranquilla,TRANSMETRO,27483,"-0,809510937",144276,110000,52000,3
15/04/2020,Bucaramanga,METROLINEA,25066,"-0,763871357",106154,70267,33354,3
15/04/2020,Medellin,SITVA,294247,"-0,845294215",1901978,1498727,780939,3
15/04/2020,Pereira,MEGABUS,21462,"-0,832617122",128221,100186,52276,3
16/04/2020,Bogotá,TRANSMILENIO/SITP,681298,"-0,823500717",3860061,2499019,1188607,4
16/04/2020,Cartagena,TRANSCARIBE,3682,"-0,9737",140000,95430,45203,4
16/04/2020,Barranquilla,TRANSMETRO,27500,"-0,809393108",144276,110000,52000,4
16/04/2020,Bucaramanga,METROLINEA,24711,"-0,767215555",106154,70267,33354,4
16/04/2020,Medellin,SITVA,300680,"-0,841911946",1901978,1498727,780939,4
16/04/2020,Pereira,MEGABUS,22144,"-0,82729818",128221,100186,52276,4
17/04/2020,Bogotá,TRANSMILENIO/SITP,648009,"-0,832124674",3860061,2499019,1188607,5
17/04/2020,Cartagena,TRANSCARIBE,3343,"-0,976121429",140000,95430,45203,5
17/04/2020,Barranquilla,TRANSMETRO,27720,"-0,807868253",144276,110000,52000,5
17/04/2020,Bucaramanga,METROLINEA,21760,"-0,79501479",106154,70267,33354,5
17/04/2020,Medellin,SITVA,303514,"-0,840421919",1901978,1498727,780939,5
17/04/2020,Pereira,MEGABUS,22618,"-0,823601438",128221,100186,52276,5
18/04/2020,Bogotá,TRANSMILENIO/SITP,483085,"-0,806690145",3860061,2499019,1188607,6
18/04/2020,Cartagena,TRANSCARIBE,2580,"-0,972964477",140000,95430,45203,6
18/04/2020,Barranquilla,TRANSMETRO,21377,"-0,805663636",144276,110000,52000,6
18/04/2020,Bucaramanga,METROLINEA,9988,"-0,857856462",106154,70267,33354,6
18/04/2020,Medellin,SITVA,240279,"-0,83967794",1901978,1498727,780939,6
18/04/2020,Pereira,MEGABUS,17259,"-0,827730421",128221,100186,52276,6
19/04/2020,Bogotá,TRANSMILENIO/SITP,266188,"-0,776050452",3860061,2499019,1188607,7
19/04/2020,Cartagena,TRANSCARIBE,1167,"-0,974183129",140000,95430,45203,7
19/04/2020,Barranquilla,TRANSMETRO,10290,"-0,802115385",144276,110000,52000,7
19/04/2020,Bucaramanga,METROLINEA,5317,"-0,840588835",106154,70267,33354,7
19/04/2020,Medellin,SITVA,114040,"-0,853970669",1901978,1498727,780939,7
19/04/2020,Pereira,MEGABUS,7614,"-0,854349989",128221,100186,52276,7
20/04/2020,Bogotá,TRANSMILENIO/SITP,678199,"-0,824303554",3860061,2499019,1188607,1
20/04/2020,Cartagena,TRANSCARIBE,3818,"-0,972728571",140000,95430,45203,1
20/04/2020,Barranquilla,TRANSMETRO,27231,"-0,81125759",144276,110000,52000,1
20/04/2020,Bucaramanga,METROLINEA,24678,"-0,767526424",106154,70267,33354,1
20/04/2020,Medellin,SITVA,309599,"-0,837222618",1901978,1498727,780939,1
20/04/2020,Pereira,MEGABUS,21388,"-0,833194251",128221,100186,52276,1
21/04/2020,Bogotá,TRANSMILENIO/SITP,667264,"-0,827136411",3860061,2499019,1188607,2
21/04/2020,Cartagena,TRANSCARIBE,3377,"-0,975878571",140000,95430,45203,2
21/04/2020,Barranquilla,TRANSMETRO,25854,"-0,820801797",144276,110000,52000,2
21/04/2020,Bucaramanga,METROLINEA,23881,"-0,775034384",106154,70267,33354,2
21/04/2020,Medellin,SITVA,307803,"-0,838166898",1901978,1498727,780939,2
21/04/2020,Pereira,MEGABUS,21308,"-0,833818173",128221,100186,52276,2
22/04/2020,Bogotá,TRANSMILENIO/SITP,676004,"-0,824872198",3860061,2499019,1188607,3
22/04/2020,Cartagena,TRANSCARIBE,3578,"-0,974442857",140000,95430,45203,3
22/04/2020,Barranquilla,TRANSMETRO,28630,"-0,801560897",144276,110000,52000,3
22/04/2020,Bucaramanga,METROLINEA,24170,"-0,772311924",106154,70267,33354,3
22/04/2020,Medellin,SITVA,314798,"-0,834489148",1901978,1498727,780939,3
22/04/2020,Pereira,MEGABUS,21000,"-0,836220276",128221,100186,52276,3
23/04/2020,Bogotá,TRANSMILENIO/SITP,672443,"-0,825794722",3860061,2499019,1188607,4
23/04/2020,Cartagena,TRANSCARIBE,3499,"-0,975007143",140000,95430,45203,4
23/04/2020,Barranquilla,TRANSMETRO,27299,"-0,810786271",144276,110000,52000,4
23/04/2020,Bucaramanga,METROLINEA,24735,"-0,766989468",106154,70267,33354,4
23/04/2020,Medellin,SITVA,319274,"-0,832135808",1901978,1498727,780939,4
23/04/2020,Pereira,MEGABUS,21000,"-0,836220276",128221,100186,52276,4
24/04/2020,Bogotá,TRANSMILENIO/SITP,710189,"-0,81601612",3860061,2499019,1188607,5
24/04/2020,Cartagena,TRANSCARIBE,3878,"-0,9723",140000,95430,45203,5
24/04/2020,Barranquilla,TRANSMETRO,28274,"-0,80402839",144276,110000,52000,5
24/04/2020,Bucaramanga,METROLINEA,24917,"-0,765274978",106154,70267,33354,5
24/04/2020,Medellin,SITVA,327092,"-0,82802535",1901978,1498727,780939,5
24/04/2020,Pereira,MEGABUS,20444,"-0,840556539",128221,100186,52276,5
25/04/2020,Bogotá,TRANSMILENIO/SITP,508099,"-0,796680617",3860061,2499019,1188607,6
25/04/2020,Cartagena,TRANSCARIBE,2630,"-0,972440532",140000,95430,45203,6
25/04/2020,Barranquilla,TRANSMETRO,22680,"-0,793818182",144276,110000,52000,6
25/04/2020,Bucaramanga,METROLINEA,9536,"-0,864289069",106154,70267,33354,6
25/04/2020,Medellin,SITVA,256541,"-0,828827398",1901978,1498727,780939,6
25/04/2020,Pereira,MEGABUS,14500,"-0,855269199",128221,100186,52276,6
26/04/2020,Bogotá,TRANSMILENIO/SITP,318247,"-0,732252124",3860061,2499019,1188607,7
26/04/2020,Cartagena,TRANSCARIBE,1206,"-0,973320355",140000,95430,45203,7
26/04/2020,Barranquilla,TRANSMETRO,10436,"-0,799307692",144276,110000,52000,7
26/04/2020,Bucaramanga,METROLINEA,5445,"-0,836751214",106154,70267,33354,7
26/04/2020,Medellin,SITVA,124874,"-0,840097626",1901978,1498727,780939,7
26/04/2020,Pereira,MEGABUS,7000,"-0,86609534",128221,100186,52276,7
27/04/2020,Bogotá,TRANSMILENIO/SITP,736623,"-0,809168042",3860061,2499019,1188607,1
27/04/2020,Cartagena,TRANSCARIBE,4963,"-0,96455",140000,95430,45203,1
27/04/2020,Barranquilla,TRANSMETRO,27835,"-0,807071169",144276,110000,52000,1
27/04/2020,Bucaramanga,METROLINEA,26324,"-0,752020649",106154,70267,33354,1
27/04/2020,Medellin,SITVA,346115,"-0,818023657",1901978,1498727,780939,1
27/04/2020,Pereira,MEGABUS,24349,"-0,810101309",128221,100186,52276,1
28/04/2020,Bogotá,TRANSMILENIO/SITP,773559,"-0,799599281",3860061,2499019,1188607,2
28/04/2020,Cartagena,TRANSCARIBE,5571,"-0,960207143",140000,95430,45203,2
28/04/2020,Barranquilla,TRANSMETRO,27659,"-0,808291053",144276,110000,52000,2
28/04/2020,Bucaramanga,METROLINEA,26151,"-0,753650357",106154,70267,33354,2
28/04/2020,Medellin,SITVA,357491,"-0,812042516",1901978,1498727,780939,2
28/04/2020,Pereira,MEGABUS,25741,"-0,799245053",128221,100186,52276,2
29/04/2020,Bogotá,TRANSMILENIO/SITP,733746,"-0,809913367",3860061,2499019,1188607,3
29/04/2020,Cartagena,TRANSCARIBE,5652,"-0,959628571",140000,95430,45203,3
29/04/2020,Barranquilla,TRANSMETRO,27899,"-0,806627575",144276,110000,52000,3
29/04/2020,Bucaramanga,METROLINEA,23519,"-0,778444524",106154,70267,33354,3
29/04/2020,Medellin,SITVA,369011,"-0,805985663",1901978,1498727,780939,3
29/04/2020,Pereira,MEGABUS,25500,"-0,801124621",128221,100186,52276,3
30/04/2020,Bogotá,TRANSMILENIO/SITP,794831,"-0,794088487",3860061,2499019,1188607,4
30/04/2020,Cartagena,TRANSCARIBE,6216,"-0,9556",140000,95430,45203,4
30/04/2020,Barranquilla,TRANSMETRO,28442,"-0,802863955",144276,110000,52000,4
30/04/2020,Bucaramanga,METROLINEA,25764,"-0,757296004",106154,70267,33354,4
30/04/2020,Medellin,SITVA,386074,"-0,797014477",1901978,1498727,780939,4
30/04/2020,Pereira,MEGABUS,26689,"-0,791851569",128221,100186,52276,4
01/05/2020,Bogotá,TRANSMILENIO/SITP,371939,"-0,903644269",3860061,2499019,1188607,5
01/05/2020,Cartagena,TRANSCARIBE,1171,"-0,991635714",140000,95430,45203,5
01/05/2020,Barranquilla,TRANSMETRO,14124,"-0,9021043",144276,110000,52000,5
01/05/2020,Bucaramanga,METROLINEA,9995,"-0,905844339",106154,70267,33354,5
01/05/2020,Medellin,SITVA,179935,"-0,905395856",1901978,1498727,780939,5
01/05/2020,Pereira,MEGABUS,16669,"-0,869997894",128221,100186,52276,5
02/05/2020,Bogotá,TRANSMILENIO/SITP,681702,"-0,727212158",3860061,2499019,1188607,6
02/05/2020,Cartagena,TRANSCARIBE,3715,"-0,961070942",140000,95430,45203,6
02/05/2020,Barranquilla,TRANSMETRO,7543,"-0,931427273",144276,110000,52000,6
02/05/2020,Bucaramanga,METROLINEA,10359,"-0,852576601",106154,70267,33354,6
02/05/2020,Medellin,SITVA,290454,"-0,806199528",1901978,1498727,780939,6
02/05/2020,Pereira,MEGABUS,23757,"-0,76287106",128221,100186,52276,6
03/05/2020,Bogotá,TRANSMILENIO/SITP,278549,"-0,765650884",3860061,2499019,1188607,7
03/05/2020,Cartagena,TRANSCARIBE,1085,"-0,975997168",140000,95430,45203,7
03/05/2020,Barranquilla,TRANSMETRO,0,-1,144276,110000,52000,7
03/05/2020,Bucaramanga,METROLINEA,5587,"-0,832493854",106154,70267,33354,7
03/05/2020,Medellin,SITVA,,-1,1901978,1498727,780939,7
03/05/2020,Pereira,MEGABUS,10803,"-0,793346851",128221,100186,52276,7
04/05/2020,Bogotá,TRANSMILENIO/SITP,798976,"-0,79301467",3860061,2499019,1188607,1
04/05/2020,Cartagena,TRANSCARIBE,6379,"-0,954435714",140000,95430,45203,1
04/05/2020,Barranquilla,TRANSMETRO,0,-1,144276,110000,52000,1
04/05/2020,Bucaramanga,METROLINEA,28479,"-0,731719954",106154,70267,33354,1
04/05/2020,Medellin,SITVA,414272,"-0,782188858",1901978,1498727,780939,1
04/05/2020,Pereira,MEGABUS,31155,"-0,757021081",128221,100186,52276,1
05/05/2020,Bogotá,TRANSMILENIO/SITP,823431,"-0,786679278",3860061,2499019,1188607,2
05/05/2020,Cartagena,TRANSCARIBE,6168,"-0,955942857",140000,95430,45203,2
05/05/2020,Barranquilla,TRANSMETRO,23034,"-0,840347667",144276,110000,52000,2
05/05/2020,Bucaramanga,METROLINEA,27741,"-0,738672118",106154,70267,33354,2
05/05/2020,Medellin,SITVA,422635,"-0,777791857",1901978,1498727,780939,2
05/05/2020,Pereira,MEGABUS,30831,"-0,759547968",128221,100186,52276,2
06/05/2020,Bogotá,TRANSMILENIO/SITP,830420,"-0,784868685",3860061,2499019,1188607,3
06/05/2020,Cartagena,TRANSCARIBE,6276,"-0,955171429",140000,95430,45203,3
06/05/2020,Barranquilla,TRANSMETRO,25101,"-0,82602096",144276,110000,52000,3
06/05/2020,Bucaramanga,METROLINEA,29744,"-0,719803305",106154,70267,33354,3
06/05/2020,Medellin,SITVA,435272,"-0,771147721",1901978,1498727,780939,3
06/05/2020,Pereira,MEGABUS,30088,"-0,765342651",128221,100186,52276,3
07/05/2020,Bogotá,TRANSMILENIO/SITP,821653,"-0,787139892",3860061,2499019,1188607,4
07/05/2020,Cartagena,TRANSCARIBE,6508,"-0,953514286",140000,95430,45203,4
07/05/2020,Barranquilla,TRANSMETRO,21783,"-0,849018548",144276,110000,52000,4
07/05/2020,Bucaramanga,METROLINEA,29378,"-0,723251126",106154,70267,33354,4
07/05/2020,Medellin,SITVA,440120,"-0,768598796",1901978,1498727,780939,4
07/05/2020,Pereira,MEGABUS,30079,"-0,765412842",128221,100186,52276,4
08/05/2020,Bogotá,TRANSMILENIO/SITP,879193,"-0,772233392",3860061,2499019,1188607,5
08/05/2020,Cartagena,TRANSCARIBE,6087,"-0,956521429",140000,95430,45203,5
08/05/2020,Barranquilla,TRANSMETRO,23564,"-0,836674152",144276,110000,52000,5
08/05/2020,Bucaramanga,METROLINEA,28360,"-0,732840967",106154,70267,33354,5
08/05/2020,Medellin,SITVA,452528,"-0,762075061",1901978,1498727,780939,5
08/05/2020,Pereira,MEGABUS,30150,"-0,76485911",128221,100186,52276,5
09/05/2020,Bogotá,TRANSMILENIO/SITP,628444,"-0,748523721",3860061,2499019,1188607,6
09/05/2020,Cartagena,TRANSCARIBE,3898,"-0,959153306",140000,95430,45203,6
09/05/2020,Barranquilla,TRANSMETRO,13669,"-0,875736364",144276,110000,52000,6
09/05/2020,Bucaramanga,METROLINEA,10993,"-0,843553873",106154,70267,33354,6
09/05/2020,Medellin,SITVA,351495,"-0,765470963",1901978,1498727,780939,6
09/05/2020,Pereira,MEGABUS,25737,"-0,743107819",128221,100186,52276,6
10/05/2020,Bogotá,TRANSMILENIO/SITP,323990,"-0,727420417",3860061,2499019,1188607,7
10/05/2020,Cartagena,TRANSCARIBE,991,"-0,978076676",140000,95430,45203,7
10/05/2020,Barranquilla,TRANSMETRO,6663,"-0,871865385",144276,110000,52000,7
10/05/2020,Bucaramanga,METROLINEA,5607,"-0,831894226",106154,70267,33354,7
10/05/2020,Medellin,SITVA,132016,"-0,830952225",1901978,1498727,780939,7
10/05/2020,Pereira,MEGABUS,10976,"-0,790037493",128221,100186,52276,7
11/05/2020,Bogotá,TRANSMILENIO/SITP,896108,"-0,767851337",3860061,2499019,1188607,1
11/05/2020,Cartagena,TRANSCARIBE,8516,"-0,939171429",140000,95430,45203,1
11/05/2020,Barranquilla,TRANSMETRO,26354,"-0,817336217",144276,110000,52000,1
11/05/2020,Bucaramanga,METROLINEA,31090,"-0,707123613",106154,70267,33354,1
11/05/2020,Medellin,SITVA,455541,"-0,760490921",1901978,1498727,780939,1
11/05/2020,Pereira,MEGABUS,28886,"-0,77471709",128221,100186,52276,1
12/05/2020,Bogotá,TRANSMILENIO/SITP,929228,"-0,759271162",3860061,2499019,1188607,2
12/05/2020,Cartagena,TRANSCARIBE,9592,"-0,931485714",140000,95430,45203,2
12/05/2020,Barranquilla,TRANSMETRO,26989,"-0,81293493",144276,110000,52000,2
12/05/2020,Bucaramanga,METROLINEA,31118,"-0,706859845",106154,70267,33354,2
12/05/2020,Medellin,SITVA,470031,"-0,752872536",1901978,1498727,780939,2
12/05/2020,Pereira,MEGABUS,31920,"-0,751054819",128221,100186,52276,2
13/05/2020,Bogotá,TRANSMILENIO/SITP,931933,"-0,758570396",3860061,2499019,1188607,3
13/05/2020,Cartagena,TRANSCARIBE,10075,"-0,928035714",140000,95430,45203,3
13/05/2020,Barranquilla,TRANSMETRO,27819,"-0,807182068",144276,110000,52000,3
13/05/2020,Bucaramanga,METROLINEA,29962,"-0,717749684",106154,70267,33354,3
13/05/2020,Medellin,SITVA,480554,"-0,747339875",1901978,1498727,780939,3
13/05/2020,Pereira,MEGABUS,30656,"-0,760912799",128221,100186,52276,3
14/05/2020,Bogotá,TRANSMILENIO/SITP,916930,"-0,762457122",3860061,2499019,1188607,4
14/05/2020,Cartagena,TRANSCARIBE,10136,"-0,9276",140000,95430,45203,4
14/05/2020,Barranquilla,TRANSMETRO,27606,"-0,808658405",144276,110000,52000,4
14/05/2020,Bucaramanga,METROLINEA,27231,"-0,743476459",106154,70267,33354,4
14/05/2020,Medellin,SITVA,485943,"-0,744506508",1901978,1498727,780939,4
14/05/2020,Pereira,MEGABUS,30260,"-0,764001217",128221,100186,52276,4
15/05/2020,Bogotá,TRANSMILENIO/SITP,957727,"-0,75188812",3860061,2499019,1188607,5
15/05/2020,Cartagena,TRANSCARIBE,10629,"-0,92407857",140000,95430,45203,5
15/05/2020,Barranquilla,TRANSMETRO,30509,"-0,7885375",144276,110000,52000,5
15/05/2020,Bucaramanga,METROLINEA,28110,"0,73519604",106154,70267,33354,5
15/05/2020,Medellin,SITVA,496780,"0,73880876",1901978,1498727,780939,5
15/05/2020,Pereira,MEGABUS,32012,"0,75033731",128221,100186,52276,5
16/05/2020,Bogotá,TRANSMILENIO/SITP,743912,"-0,70231839",3860061,2499019,1188607,6
16/05/2020,Cartagena,TRANSCARIBE,7462,"-0,92180656",140000,95430,45203,6
16/05/2020,Barranquilla,TRANSMETRO,23524,"-0,78614545",144276,110000,52000,6
16/05/2020,Bucaramanga,METROLINEA,11450,"-0,83705011",106154,70267,33354,6
16/05/2020,Medellin,SITVA,396782,"0,73525399",1901978,1498727,780939,6
16/05/2020,Pereira,MEGABUS,28040,"0,72012058",128221,100186,52276,6
17/05/2020,Bogotá,TRANSMILENIO/SITP,352463,"-0,703465485",3860061,2499019,1188607,7
17/05/2020,Cartagena,TRANSCARIBE,1133,"-0,974935292",140000,95430,45203,7
17/05/2020,Barranquilla,TRANSMETRO,10507,"-0,797942308",144276,110000,52000,7
17/05/2020,Bucaramanga,METROLINEA,5498,"-0,835162199",106154,70267,33354,7
17/05/2020,Medellin,SITVA,160528,"-0,794442332",1901978,1498727,780939,7
17/05/2020,Pereira,MEGABUS,12785,"-0,755432703",128221,100186,52276,7
18/05/2020,Bogotá,TRANSMILENIO/SITP,984656,"-0,744911803",3860061,2499019,1188607,1
18/05/2020,Cartagena,TRANSCARIBE,11642,"-0,916842857",140000,95430,45203,1
18/05/2020,Barranquilla,TRANSMETRO,31742,"-0,779991128",144276,110000,52000,1
18/05/2020,Bucaramanga,METROLINEA,30378,"-0,71383085",106154,70267,33354,1
18/05/2020,Medellin,SITVA,508894,"-0,732439597",1901978,1498727,780939,1
18/05/2020,Pereira,MEGABUS,32408,"-0,747248891",128221,100186,52276,1
19/05/2020,Bogotá,TRANSMILENIO/SITP,979686,"-0,746199348",3860061,2499019,1188607,2
19/05/2020,Cartagena,TRANSCARIBE,11469,"-0,918078571",140000,95430,45203,2
19/05/2020,Barranquilla,TRANSMETRO,29314,"-0,796819984",144276,110000,52000,2
19/05/2020,Bucaramanga,METROLINEA,31684,"-0,701527969",106154,70267,33354,2
19/05/2020,Medellin,SITVA,508545,"-0,73262309",1901978,1498727,780939,2
19/05/2020,Pereira,MEGABUS,32820,"-0,744035688",128221,100186,52276,2
20/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,986135,"-0,749984661",3944298,2747677,1238445,3
20/05/2020,Bogotá y Soacha,TRONCAL,490837,"-0,875557831",2517676,1735010,733439,3
20/05/2020,Bogotá y Soacha,ZONAL Y DUAL,495298,"-0,652817635",1426622,1012667,505006,3
20/05/2020,Cartagena,TRANSCARIBE,11943,"-0,914692857",140000,95430,45203,3
20/05/2020,Barranquilla,TRANSMETRO,31280,"-0,783193324",144276,110000,52000,3
20/05/2020,Bucaramanga,METROLINEA,25018,"-0,76432353",106154,70267,33354,3
20/05/2020,Medellin,SITVA,523211,"-0,72491217",1901978,1498727,780939,3
20/05/2020,Pereira,MEGABUS,31736,"-0,752489842",128221,100186,52276,3
21/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,969556,"-0,754187944",3944298,2747677,1238445,4
21/05/2020,Bogotá y Soacha,TRONCAL,485514,"-0,876907374",2517676,1735010,733439,4
21/05/2020,Bogotá y Soacha,ZONAL Y DUAL,484042,"-0,660707602",1426622,1012667,505006,4
21/05/2020,Cartagena,TRANSCARIBE,11959,"-0,914578571",140000,95430,45203,4
21/05/2020,Barranquilla,TRANSMETRO,31681,"-0,780413929",144276,110000,52000,4
21/05/2020,Bucaramanga,METROLINEA,30679,"-0,710995346",106154,70267,33354,4
21/05/2020,Medellin,SITVA,529490,"-0,72161087",1901978,1498727,780939,4
21/05/2020,Pereira,MEGABUS,33205,"-0,74103306",128221,100186,52276,4
22/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1002371,"-0,74586834",3944298,2747677,1238445,5
22/05/2020,Bogotá y Soacha,TRONCAL,506700,"-0,871536076",2517676,1735010,733439,5
22/05/2020,Bogotá y Soacha,ZONAL Y DUAL,495671,"-0,652556178",1426622,1012667,505006,5
22/05/2020,Cartagena,TRANSCARIBE,13139,"-0,90615",140000,95430,45203,5
22/05/2020,Barranquilla,TRANSMETRO,32592,"-0,774099642",144276,110000,52000,5
22/05/2020,Bucaramanga,METROLINEA,30920,"-0,70872506",106154,70267,33354,5
22/05/2020,Medellin,SITVA,538431,"-0,716909975",1901978,1498727,780939,5
22/05/2020,Pereira,MEGABUS,32683,"-0,745104156",128221,100186,52276,5
23/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,790231,"-0,712400329",3944298,2747677,1238445,6
23/05/2020,Bogotá y Soacha,TRONCAL,394090,"-0,772860099",2517676,1735010,733439,6
23/05/2020,Bogotá y Soacha,ZONAL Y DUAL,396141,"-0,608814151",1426622,1012667,505006,6
23/05/2020,Cartagena,TRANSCARIBE,7934,"-0,916860526",140000,95430,45203,6
23/05/2020,Barranquilla,TRANSMETRO,25946,"-0,764127273",144276,110000,52000,6
23/05/2020,Bucaramanga,METROLINEA,13351,"-0,809996158",106154,70267,33354,6
23/05/2020,Medellin,SITVA,430552,"-0,71272153",1901978,1498727,780939,6
23/05/2020,Pereira,MEGABUS,,-1,128221,100186,52276,6
24/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,357820,"-0,71107316",3944298,2747677,1238445,7
24/05/2020,Bogotá y Soacha,TRONCAL,169762,"-0,768539715",2517676,1735010,733439,7
24/05/2020,Bogotá y Soacha,ZONAL Y DUAL,188058,"-0,627612345",1426622,1012667,505006,7
24/05/2020,Cartagena,TRANSCARIBE,1313,"-0,970953255",140000,95430,45203,7
24/05/2020,Barranquilla,TRANSMETRO,11042,"-0,787653846",144276,110000,52000,7
24/05/2020,Bucaramanga,METROLINEA,6386,"-0,808538706",106154,70267,33354,7
24/05/2020,Medellin,SITVA,168270,"-0,784528625",1901978,1498727,780939,7
24/05/2020,Pereira,MEGABUS,13125,"-0,748928763",128221,100186,52276,7
25/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,409389,"-0,669433039",3944298,2747677,1238445,1
25/05/2020,Bogotá y Soacha,TRONCAL,193330,"-0,843892946",2517676,1735010,733439,1
25/05/2020,Bogotá y Soacha,ZONAL Y DUAL,216059,"-0,572165479",1426622,1012667,505006,1
25/05/2020,Cartagena,TRANSCARIBE,1523,"-0,966307546",140000,95430,45203,1
25/05/2020,Barranquilla,TRANSMETRO,12830,"-0,753269231",144276,110000,52000,1
25/05/2020,Bucaramanga,METROLINEA,10267,"-0,692180848",106154,70267,33354,1
25/05/2020,Medellin,SITVA,175055,"-0,775840367",1901978,1498727,780939,1
25/05/2020,Pereira,MEGABUS,16815,"-0,678341878",128221,100186,52276,1
26/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1099971,"-0,721123759",3944298,2747677,1238445,2
26/05/2020,Bogotá y Soacha,TRONCAL,563970,"-0,857016382",2517676,1735010,733439,2
26/05/2020,Bogotá y Soacha,ZONAL Y DUAL,536001,"-0,624286601",1426622,1012667,505006,2
26/05/2020,Cartagena,TRANSCARIBE,13345,"-0,904678571",140000,95430,45203,2
26/05/2020,Barranquilla,TRANSMETRO,33738,"-0,766156533",144276,110000,52000,2
26/05/2020,Bucaramanga,METROLINEA,30359,"-0,714009835",106154,70267,33354,2
26/05/2020,Medellin,SITVA,546003,"-0,712928856",1901978,1498727,780939,2
