Fecha,Ciudad,Sistema,Pasajeros/dia,Variación Transmilenio,Pasajeros día típico laboral,Pasajeros día sábado,Pasajeros día festivo,DíaSemana
26/05/2020,Pereira,MEGABUS,37832,"-0,704946928",128221,100186,52276,2
27/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1057372,"-0,731923906",3944298,2747677,1238445,3
27/05/2020,Bogotá y Soacha,TRONCAL,537686,"-0,863680178",2517676,1735010,733439,3
27/05/2020,Bogotá y Soacha,ZONAL Y DUAL,537686,"-0,863680178",1426622,1012667,505006,3
27/05/2020,Cartagena,TRANSCARIBE,12885,"-0,907964286",140000,95430,45203,3
27/05/2020,Barranquilla,TRANSMETRO,32199,"-0,776823588",144276,110000,52000,3
27/05/2020,Bucaramanga,METROLINEA,30529,"-0,712408388",106154,70267,33354,3
27/05/2020,Medellin,SITVA,542848,"-0,714587656",1901978,1498727,780939,3
27/05/2020,Pereira,MEGABUS,35188,"-0,725567575",128221,100186,52276,3
28/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1046996,"-0,734554539",3944298,2747677,1238445,4
28/05/2020,Bogotá y Soacha,TRONCAL,529154,"-0,865843301",2517676,1735010,733439,4
28/05/2020,Bogotá y Soacha,ZONAL Y DUAL,517842,"-0,637015271",1426622,1012667,505006,4
28/05/2020,Cartagena,TRANSCARIBE,12953,"-0,907478571",140000,95430,45203,4
28/05/2020,Barranquilla,TRANSMETRO,32995,"-0,771306385",144276,110000,52000,4
28/05/2020,Bucaramanga,METROLINEA,30331,"-0,714273603",106154,70267,33354,4
28/05/2020,Medellin,SITVA,553195,"-0,70914753",1901978,1498727,780939,4
28/05/2020,Pereira,MEGABUS,35528,"-0,722915903",128221,100186,52276,4
29/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1041315,"-0,735994846",3944298,2747677,1238445,5
29/05/2020,Bogotá y Soacha,TRONCAL,527061,"-0,86637394",2517676,1735010,733439,5
29/05/2020,Bogotá y Soacha,ZONAL Y DUAL,514254,"-0,639530303",1426622,1012667,505006,5
29/05/2020,Cartagena,TRANSCARIBE,13048,"-0,9068",140000,95430,45203,5
29/05/2020,Barranquilla,TRANSMETRO,33094,"-0,7706202",144276,110000,52000,5
29/05/2020,Bucaramanga,METROLINEA,29996,"-0,717429395",106154,70267,33354,5
29/05/2020,Medellin,SITVA,563497,"-0,703731063",1901978,1498727,780939,5
29/05/2020,Pereira,MEGABUS,37339,"-0,708791852",128221,100186,52276,5
30/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,857848,"-0,687791542",3944298,2747677,1238445,6
30/05/2020,Bogotá y Soacha,TRONCAL,440083,"-0,746351318",2517676,1735010,733439,6
30/05/2020,Bogotá y Soacha,ZONAL Y DUAL,417765,"-0,587460636",1426622,1012667,505006,6
30/05/2020,Cartagena,TRANSCARIBE,4214,"-0,955841978",140000,95430,45203,6
30/05/2020,Barranquilla,TRANSMETRO,28324,"-0,742509091",144276,110000,52000,6
30/05/2020,Bucaramanga,METROLINEA,13215,"-0,811931632",106154,70267,33354,6
30/05/2020,Medellin,SITVA,455358,"-0,69617015",1901978,1498727,780939,6
30/05/2020,Pereira,MEGABUS,33555,"-0,665072964",128221,100186,52276,6
31/05/2020,Bogotá y Soacha,TRANSMILENIO/SITP,407853,"-0,670673304",3944298,2747677,1238445,7
31/05/2020,Bogotá y Soacha,TRONCAL,194369,"-0,734989549",2517676,1735010,733439,7
31/05/2020,Bogotá y Soacha,ZONAL Y DUAL,213484,"-0,577264429",1426622,1012667,505006,7
31/05/2020,Cartagena,TRANSCARIBE,1537,"-0,965997832",140000,95430,45203,7
31/05/2020,Barranquilla,TRANSMETRO,11793,"-0,773211538",144276,110000,52000,7
31/05/2020,Bucaramanga,METROLINEA,7364,"-0,779216886",106154,70267,33354,7
31/05/2020,Medellin,SITVA,177347,"-0,772905438",1901978,1498727,780939,7
31/05/2020,Pereira,MEGABUS,16624,"-0,681995562",128221,100186,52276,7
01/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1084013,"-0,124698311",3944298,2747677,1238445,1
01/06/2020,Bogotá y Soacha,TRONCAL,571940,"-0,538178926",2517676,1735010,733439,1
01/06/2020,Bogotá y Soacha,ZONAL Y DUAL,512073,"0,013993893",1426622,1012667,505006,1
01/06/2020,Cartagena,TRANSCARIBE,13329,"-0,70513019",140000,95430,45203,1
01/06/2020,Barranquilla,TRANSMETRO,36344,"-0,301076923",144276,110000,52000,1
01/06/2020,Bucaramanga,METROLINEA,34695,"0,040205073",106154,70267,33354,1
01/06/2020,Medellin,SITVA,606083,"-0,223904812",1901978,1498727,780939,1
01/06/2020,Pereira,MEGABUS,41225,"-0,211397199",128221,100186,52276,1
02/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1077885,"-0,726723234",3944298,2747677,1238445,2
02/06/2020,Bogotá y Soacha,TRONCAL,561807,"-0,857564768",2517676,1735010,733439,2
02/06/2020,Bogotá y Soacha,ZONAL Y DUAL,516078,"-0,638251758",1426622,1012667,505006,2
02/06/2020,Cartagena,TRANSCARIBE,13157,"-0,906021429",140000,95430,45203,2
02/06/2020,Barranquilla,TRANSMETRO,35141,"-0,756432116",144276,110000,52000,2
02/06/2020,Bucaramanga,METROLINEA,36143,"-0,659522957",106154,70267,33354,2
02/06/2020,Medellin,SITVA,626561,"-0,670574002",1901978,1498727,780939,2
02/06/2020,Pereira,MEGABUS,41743,"-0,674444904",128221,100186,52276,2
03/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1072645,"-0,728051734",3944298,2747677,1238445,3
03/06/2020,Bogotá y Soacha,TRONCAL,558955,"-0,858287837",2517676,1735010,733439,3
03/06/2020,Bogotá y Soacha,ZONAL Y DUAL,513690,"-0,639925643",1426622,1012667,505006,3
03/06/2020,Cartagena,TRANSCARIBE,13360,"-0,904571429",140000,95430,45203,3
03/06/2020,Barranquilla,TRANSMETRO,35588,"-0,753333888",144276,110000,52000,3
03/06/2020,Bucaramanga,METROLINEA,31836,"-0,700096087",106154,70267,33354,3
03/06/2020,Medellin,SITVA,615180,"-0,676557773",1901978,1498727,780939,3
03/06/2020,Pereira,MEGABUS,39263,"-0,693786509",128221,100186,52276,3
04/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1086383,"-0,730922546",3944298,2747677,1238445,4
04/06/2020,Bogotá y Soacha,TRONCAL,563684,"-0,779509227",2517676,1735010,733439,4
04/06/2020,Bogotá y Soacha,ZONAL Y DUAL,522699,"-0,647048933",1426622,1012667,505006,4
04/06/2020,Cartagena,TRANSCARIBE,13398,"-0,9043",140000,95430,45203,4
04/06/2020,Barranquilla,TRANSMETRO,35379,"-0,7547825",144276,110000,52000,4
04/06/2020,Bucaramanga,METROLINEA,34412,"-0,675829455",106154,70267,33354,4
04/06/2020,Medellin,SITVA,625064,"-0,671361078",1901978,1498727,780939,4
04/06/2020,Pereira,MEGABUS,41424,"-0,676932796",128221,100186,52276,4
05/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1134930,"-0,718898331",3944298,2747677,1238445,5
05/06/2020,Bogotá y Soacha,TRONCAL,589979,"-0,769223668",2517676,1735010,733439,5
05/06/2020,Bogotá y Soacha,ZONAL Y DUAL,544951,"-0,632023331",1426622,1012667,505006,5
05/06/2020,Cartagena,TRANSCARIBE,13807,"-0,901378571",140000,95430,45203,5
05/06/2020,Barranquilla,TRANSMETRO,36658,"-0,745917547",144276,110000,52000,5
05/06/2020,Bucaramanga,METROLINEA,35625,"-0,66440266",106154,70267,33354,5
05/06/2020,Medellin,SITVA,636350,"-0,665427255",1901978,1498727,780939,5
05/06/2020,Pereira,MEGABUS,41625,"-0,67536519",128221,100186,52276,5
06/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,880334,"-0,679607902",3944298,2747677,1238445,6
06/06/2020,Bogotá y Soacha,TRONCAL,461000,"-0,73429548",2517676,1735010,733439,6
06/06/2020,Bogotá y Soacha,ZONAL Y DUAL,419334,"-0,585911262",1426622,1012667,505006,6
06/06/2020,Cartagena,TRANSCARIBE,9372,"-0,901791889",140000,95430,45203,6
06/06/2020,Barranquilla,TRANSMETRO,28462,"-0,741254545",144276,110000,52000,6
06/06/2020,Bucaramanga,METROLINEA,23115,"-0,67104046",106154,70267,33354,6
06/06/2020,Medellin,SITVA,519416,"-0,653428543",1901978,1498727,780939,6
06/06/2020,Pereira,MEGABUS,37611,"-0,624588266",128221,100186,52276,6
07/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,403972,"-0,673807073",3944298,2747677,1238445,7
07/06/2020,Bogotá y Soacha,TRONCAL,198017,"-0,73001572",2517676,1735010,733439,7
07/06/2020,Bogotá y Soacha,ZONAL Y DUAL,205955,"-0,592173162",1426622,1012667,505006,7
07/06/2020,Cartagena,TRANSCARIBE,2100,"-0,953542906",140000,95430,45203,7
07/06/2020,Barranquilla,TRANSMETRO,12382,"-0,761884615",144276,110000,52000,7
07/06/2020,Bucaramanga,METROLINEA,5728,"-0,828266475",106154,70267,33354,7
07/06/2020,Medellin,SITVA,206592,"-0,735456931",1901978,1498727,780939,7
07/06/2020,Pereira,MEGABUS,17644,"-0,66248374",128221,100186,52276,7
08/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1153133,"-0,714389776",3944298,2747677,1238445,1
08/06/2020,Bogotá y Soacha,TRONCAL,603588,"-0,763900368",2517676,1735010,733439,1
08/06/2020,Bogotá y Soacha,ZONAL Y DUAL,549545,"-0,628921245",1426622,1012667,505006,1
08/06/2020,Cartagena,TRANSCARIBE,14762,"-0,894557143",140000,95430,45203,1
08/06/2020,Barranquilla,TRANSMETRO,34137,"-0,763391001",144276,110000,52000,1
08/06/2020,Bucaramanga,METROLINEA,34030,"-0,679428001",106154,70267,33354,1
08/06/2020,Medellin,SITVA,624710,"-0,6715472",1901978,1498727,780939,1
08/06/2020,Pereira,MEGABUS,43687,"-0,659283581",128221,100186,52276,1
09/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1145346,"-0,716318475",3944298,2747677,1238445,2
09/06/2020,Bogotá y Soacha,TRONCAL,600629,"-0,765057812",2517676,1735010,733439,2
09/06/2020,Bogotá y Soacha,ZONAL Y DUAL,544717,"-0,632181339",1426622,1012667,505006,2
09/06/2020,Cartagena,TRANSCARIBE,14836,"-0,894028571",140000,95430,45203,2
09/06/2020,Barranquilla,TRANSMETRO,35914,"-0,75107433",144276,110000,52000,2
09/06/2020,Bucaramanga,METROLINEA,32938,"-0,689714942",106154,70267,33354,2
09/06/2020,Medellin,SITVA,635497,"-0,665875736",1901978,1498727,780939,2
09/06/2020,Pereira,MEGABUS,41022,"-0,680068008",128221,100186,52276,2
10/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1142698,"-0,716974337",3944298,2747677,1238445,3
10/06/2020,Bogotá y Soacha,TRONCAL,598342,"-0,765952395",2517676,1735010,733439,3
10/06/2020,Bogotá y Soacha,ZONAL Y DUAL,544356,"-0,632425103",1426622,1012667,505006,3
10/06/2020,Cartagena,TRANSCARIBE,14251,"-0,898207143",140000,95430,45203,3
10/06/2020,Barranquilla,TRANSMETRO,35961,"-0,750748565",144276,110000,52000,3
10/06/2020,Bucaramanga,METROLINEA,31988,"-0,698664205",106154,70267,33354,3
10/06/2020,Medellin,SITVA,637821,"-0,66465385",1901978,1498727,780939,3
10/06/2020,Pereira,MEGABUS,43396,"-0,6615531",128221,100186,52276,3
11/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1146354,"-0,716068812",3944298,2747677,1238445,4
11/06/2020,Bogotá y Soacha,TRONCAL,601358,"-0,764772656",2517676,1735010,733439,4
11/06/2020,Bogotá y Soacha,ZONAL Y DUAL,544996,"-0,631992945",1426622,1012667,505006,4
11/06/2020,Cartagena,TRANSCARIBE,15194,"-0,891471429",140000,95430,45203,4
11/06/2020,Barranquilla,TRANSMETRO,35897,"-0,751192159",144276,110000,52000,4
11/06/2020,Bucaramanga,METROLINEA,33749,"-0,682075098",106154,70267,33354,4
11/06/2020,Medellin,SITVA,646992,"-0,659832027",1901978,1498727,780939,4
11/06/2020,Pereira,MEGABUS,41848,"-0,673626005",128221,100186,52276,4
12/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1202071,"-0,702268717",3944298,2747677,1238445,5
12/06/2020,Bogotá y Soacha,TRONCAL,635366,"-0,751470078",2517676,1735010,733439,5
12/06/2020,Bogotá y Soacha,ZONAL Y DUAL,566705,"-0,617334002",1426622,1012667,505006,5
12/06/2020,Cartagena,TRANSCARIBE,15722,"-0,8877",140000,95430,45203,5
12/06/2020,Barranquilla,TRANSMETRO,35897,"-0,751192159",144276,110000,52000,5
12/06/2020,Bucaramanga,METROLINEA,34320,"-0,676696121",106154,70267,33354,5
12/06/2020,Medellin,SITVA,661445,"-0,652233096",1901978,1498727,780939,5
12/06/2020,Pereira,MEGABUS,44256,"-0,65484593",128221,100186,52276,5
13/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,971971,"-0,646257184",3944298,2747677,1238445,6
13/06/2020,Bogotá y Soacha,TRONCAL,516879,"-0,702088749",2517676,1735010,733439,6
13/06/2020,Bogotá y Soacha,ZONAL Y DUAL,455092,"-0,550600543",1426622,1012667,505006,6
13/06/2020,Cartagena,TRANSCARIBE,10663,"-0,719595515",140000,95430,45203,6
13/06/2020,Barranquilla,TRANSMETRO,26759,"-0,756736364",144276,110000,52000,6
13/06/2020,Bucaramanga,METROLINEA,23215,"-0,669617317",106154,70267,33354,6
13/06/2020,Medellin,SITVA,553580,"-0,630633197",1901978,1498727,780939,6
13/06/2020,Pereira,MEGABUS,37924,"-0,621464077",128221,100186,52276,6
14/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,432743,"-0,65057552",3944298,2747677,1238445,7
14/06/2020,Bogotá y Soacha,TRONCAL,216808,"-0,704395321",2517676,1735010,733439,7
14/06/2020,Bogotá y Soacha,ZONAL Y DUAL,215935,"-0,572411021",1426622,1012667,505006,7
14/06/2020,Cartagena,TRANSCARIBE,1924,"-0,957436453",140000,95430,45203,7
14/06/2020,Barranquilla,TRANSMETRO,7909,"-0,847903846",144276,110000,52000,7
14/06/2020,Bucaramanga,METROLINEA,6105,"-0,816963483",106154,70267,33354,7
14/06/2020,Medellin,SITVA,218261,"-0,720514662",1901978,1498727,780939,7
14/06/2020,Pereira,MEGABUS,19391,"-0,629064963",128221,100186,52276,7
15/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,493561,"-0,601467162",3944298,2747677,1238445,1
15/06/2020,Bogotá y Soacha,TRONCAL,242850,"-0,668888619",2517676,1735010,733439,1
15/06/2020,Bogotá y Soacha,ZONAL Y DUAL,250711,"-0,503548473",1426622,1012667,505006,1
15/06/2020,Cartagena,TRANSCARIBE,2164,"-0,952127071",140000,95430,45203,1
15/06/2020,Barranquilla,TRANSMETRO,9666,"-0,814115385",144276,110000,52000,1
15/06/2020,Bucaramanga,METROLINEA,7605,"-0,771991365",106154,70267,33354,1
15/06/2020,Medellin,SITVA,231616,"-0,703413455",1901978,1498727,780939,1
15/06/2020,Pereira,MEGABUS,21645,"-0,585947662",128221,100186,52276,1
16/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1229967,"-0,695359382",3944298,2747677,1238445,2
16/06/2020,Bogotá y Soacha,TRONCAL,652849,"-0,744631423",2517676,1735010,733439,2
16/06/2020,Bogotá y Soacha,ZONAL Y DUAL,577118,"-0,610302653",1426622,1012667,505006,2
16/06/2020,Cartagena,TRANSCARIBE,16732,"-0,880485714",140000,95430,45203,2
16/06/2020,Barranquilla,TRANSMETRO,37744,"-0,738390307",144276,110000,52000,2
16/06/2020,Bucaramanga,METROLINEA,34105,"-0,67872148",106154,70267,33354,2
16/06/2020,Medellin,SITVA,681189,"-0,641852324",1901978,1498727,780939,2
16/06/2020,Pereira,MEGABUS,48390,"-0,622604722",128221,100186,52276,2
17/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1240397,"-0,692776059",3944298,2747677,1238445,3
17/06/2020,Bogotá y Soacha,TRONCAL,660374,"-0,741687943",2517676,1735010,733439,3
17/06/2020,Bogotá y Soacha,ZONAL Y DUAL,580023,"-0,608341059",1426622,1012667,505006,3
17/06/2020,Cartagena,TRANSCARIBE,16052,"-0,885342857",140000,95430,45203,3
17/06/2020,Barranquilla,TRANSMETRO,35258,"-0,755621171",144276,110000,52000,3
17/06/2020,Bucaramanga,METROLINEA,16803,"-0,841711099",106154,70267,33354,3
17/06/2020,Medellin,SITVA,675966,"-0,644598413",1901978,1498727,780939,3
17/06/2020,Pereira,MEGABUS,44309,"-0,654432581",128221,100186,52276,3
18/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1248570,"-0,690751754",3944298,2747677,1238445,4
18/06/2020,Bogotá y Soacha,TRONCAL,664379,"-0,740121346",2517676,1735010,733439,4
18/06/2020,Bogotá y Soacha,ZONAL Y DUAL,584191,"-0,605526629",1426622,1012667,505006,4
18/06/2020,Cartagena,TRANSCARIBE,15887,"-0,886521429",140000,95430,45203,4
18/06/2020,Barranquilla,TRANSMETRO,35407,"-0,754588428",144276,110000,52000,4
18/06/2020,Bucaramanga,METROLINEA,29352,"-0,723496053",106154,70267,33354,4
18/06/2020,Medellin,SITVA,678576,"-0,643226157",1901978,1498727,780939,4
18/06/2020,Pereira,MEGABUS,45567,"-0,644621396",128221,100186,52276,4
19/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1295885,"-0,679032683",3944298,2747677,1238445,5
19/06/2020,Bogotá y Soacha,TRONCAL,693439,"-0,728754229",2517676,1735010,733439,5
19/06/2020,Bogotá y Soacha,ZONAL Y DUAL,602446,"-0,59319999",1426622,1012667,505006,5
19/06/2020,Cartagena,TRANSCARIBE,16552,"-0,881771429",140000,95430,45203,5
19/06/2020,Barranquilla,TRANSMETRO,36040,"-0,750201004",144276,110000,52000,5
19/06/2020,Bucaramanga,METROLINEA,31354,"-0,70463666",106154,70267,33354,5
19/06/2020,Medellin,SITVA,725031,"-0,618801584",1901978,1498727,780939,5
19/06/2020,Pereira,MEGABUS,47199,"-0,631893372",128221,100186,52276,5
20/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1026279,"-0,626492124",3944298,2747677,1238445,6
20/06/2020,Bogotá y Soacha,TRONCAL,555534,"-0,679809338",2517676,1735010,733439,6
20/06/2020,Bogotá y Soacha,ZONAL Y DUAL,470745,"-0,535143339",1426622,1012667,505006,6
20/06/2020,Cartagena,TRANSCARIBE,8928,"-0,918836364",140000,95430,45203,6
20/06/2020,Barranquilla,TRANSMETRO,26336,"-0,760581818",144276,110000,52000,6
20/06/2020,Bucaramanga,METROLINEA,23272,"-0,668806125",106154,70267,33354,6
20/06/2020,Medellin,SITVA,575456,"-0,61603681",1901978,1498727,780939,6
20/06/2020,Pereira,MEGABUS,40724,"-0,59351606",128221,100186,52276,6
21/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,474009,"-0,617254702",3944298,2747677,1238445,7
21/06/2020,Bogotá y Soacha,TRONCAL,241297,"-0,671006041",2517676,1735010,733439,7
21/06/2020,Bogotá y Soacha,ZONAL Y DUAL,232712,"-0,539189633",1426622,1012667,505006,7
21/06/2020,Cartagena,TRANSCARIBE,2043,"-0,954803885",140000,95430,45203,7
21/06/2020,Barranquilla,TRANSMETRO,7753,"-0,929518182",144276,110000,52000,7
21/06/2020,Bucaramanga,METROLINEA,5567,"-0,833093482",106154,70267,33354,7
21/06/2020,Medellin,SITVA,218395,"-0,720343074",1901978,1498727,780939,7
21/06/2020,Pereira,MEGABUS,19124,"-0,634172469",128221,100186,52276,7
22/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,496103,"-0,599414588",3944298,2747677,1238445,1
22/06/2020,Bogotá y Soacha,TRONCAL,247915,"-0,661982796",2517676,1735010,733439,1
22/06/2020,Bogotá y Soacha,ZONAL Y DUAL,248188,"-0,508544453",1426622,1012667,505006,1
22/06/2020,Cartagena,TRANSCARIBE,2157,"-0,952281928",140000,95430,45203,1
22/06/2020,Barranquilla,TRANSMETRO,9167,"-0,916663636",144276,110000,52000,1
22/06/2020,Bucaramanga,METROLINEA,6834,"-0,795107034",106154,70267,33354,1
22/06/2020,Medellin,SITVA,227613,"-0,708539335",1901978,1498727,780939,1
22/06/2020,Pereira,MEGABUS,19847,"-0,620342031",128221,100186,52276,1
23/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1312142,"-0,675006118",3944298,2747677,1238445,2
23/06/2020,Bogotá y Soacha,TRONCAL,703651,"-0,7247597",2517676,1735010,733439,2
23/06/2020,Bogotá y Soacha,ZONAL Y DUAL,608491,"-0,58911812",1426622,1012667,505006,2
23/06/2020,Cartagena,TRANSCARIBE,17552,"-0,874628571",140000,95430,45203,2
23/06/2020,Barranquilla,TRANSMETRO,36712,"-0,745543264",144276,110000,52000,2
23/06/2020,Bucaramanga,METROLINEA,34471,"-0,675273659",106154,70267,33354,2
23/06/2020,Medellin,SITVA,686715,"-0,638946928",1901978,1498727,780939,2
23/06/2020,Pereira,MEGABUS,47618,"-0,628625576",128221,100186,52276,2
24/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1301835,"-0,677558976",3944298,2747677,1238445,3
24/06/2020,Bogotá y Soacha,TRONCAL,692268,"-0,729212278",2517676,1735010,733439,3
24/06/2020,Bogotá y Soacha,ZONAL Y DUAL,609567,"-0,588391554",1426622,1012667,505006,3
24/06/2020,Cartagena,TRANSCARIBE,15417,"-0,889878571",140000,95430,45203,3
24/06/2020,Barranquilla,TRANSMETRO,31799,"-0,779596052",144276,110000,52000,3
24/06/2020,Bucaramanga,METROLINEA,34925,"-0,670996854",106154,70267,33354,3
24/06/2020,Medellin,SITVA,688619,"-0,637945865",1901978,1498727,780939,3
24/06/2020,Pereira,MEGABUS,44963,"-0,649332013",128221,100186,52276,3
25/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1298775,"-0,678316882",3944298,2747677,1238445,4
25/06/2020,Bogotá y Soacha,TRONCAL,693818,"-0,728605979",2517676,1735010,733439,4
25/06/2020,Bogotá y Soacha,ZONAL Y DUAL,604957,"-0,591504444",1426622,1012667,505006,4
25/06/2020,Cartagena,TRANSCARIBE,16717,"-0,880592857",140000,95430,45203,4
25/06/2020,Barranquilla,TRANSMETRO,31691,"-0,780344617",144276,110000,52000,4
25/06/2020,Bucaramanga,METROLINEA,33922,"-0,680445391",106154,70267,33354,4
25/06/2020,Medellin,SITVA,685362,"-0,639658293",1901978,1498727,780939,4
25/06/2020,Pereira,MEGABUS,45005,"-0,649004453",128221,100186,52276,4
26/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1342539,"-0,66747733",3944298,2747677,1238445,5
26/06/2020,Bogotá y Soacha,TRONCAL,721154,"-0,717913223",2517676,1735010,733439,5
26/06/2020,Bogotá y Soacha,ZONAL Y DUAL,621385,"-0,580411482",1426622,1012667,505006,5
26/06/2020,Cartagena,TRANSCARIBE,17452,"-0,875342857",140000,95430,45203,5
26/06/2020,Barranquilla,TRANSMETRO,32838,"-0,772394577",144276,110000,52000,5
26/06/2020,Bucaramanga,METROLINEA,34096,"-0,678806263",106154,70267,33354,5
26/06/2020,Medellin,SITVA,699733,"-0,632102474",1901978,1498727,780939,5
26/06/2020,Pereira,MEGABUS,47353,"-0,63069232",128221,100186,52276,5
27/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1082291,"-0,606106904",3944298,2747677,1238445,6
27/06/2020,Bogotá y Soacha,TRONCAL,586004,"-0,66224748",2517676,1735010,733439,6
27/06/2020,Bogotá y Soacha,ZONAL Y DUAL,496287,"-0,509920833",1426622,1012667,505006,6
27/06/2020,Cartagena,TRANSCARIBE,12199,"-0,8891",140000,95430,45203,6
27/06/2020,Barranquilla,TRANSMETRO,25151,"-0,771354545",144276,110000,52000,6
27/06/2020,Bucaramanga,METROLINEA,25384,"-0,638749342",106154,70267,33354,6
27/06/2020,Medellin,SITVA,582084,"-0,61161439",1901978,1498727,780939,6
27/06/2020,Pereira,MEGABUS,40345,"-0,597299024",128221,100186,52276,6
28/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,485487,"-0,607986628",3944298,2747677,1238445,7
28/06/2020,Bogotá y Soacha,TRONCAL,248946,"-0,66057709",2517676,1735010,733439,7
28/06/2020,Bogotá y Soacha,ZONAL Y DUAL,236541,"-0,531607545",1426622,1012667,505006,7
28/06/2020,Cartagena,TRANSCARIBE,3269,"-0,927681791",140000,95430,45203,7
28/06/2020,Barranquilla,TRANSMETRO,7609,"-0,930827273",144276,110000,52000,7
28/06/2020,Bucaramanga,METROLINEA,5511,"-0,834772441",106154,70267,33354,7
28/06/2020,Medellin,SITVA,232743,"-0,70197032",1901978,1498727,780939,7
28/06/2020,Pereira,MEGABUS,19605,"-0,624971306",128221,100186,52276,7
29/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,525886,"-0,575365882",3944298,2747677,1238445,1
29/06/2020,Bogotá y Soacha,TRONCAL,262109,"-0,64263013",2517676,1735010,733439,1
29/06/2020,Bogotá y Soacha,ZONAL Y DUAL,263777,"-0,477675513",1426622,1012667,505006,1
29/06/2020,Cartagena,TRANSCARIBE,3688,"-0,918412495",140000,95430,45203,1
29/06/2020,Barranquilla,TRANSMETRO,9525,"-0,913409091",144276,110000,52000,1
29/06/2020,Bucaramanga,METROLINEA,7415,"-0,777687834",106154,70267,33354,1
29/06/2020,Medellin,SITVA,245909,"-0,685111129",1901978,1498727,780939,1
29/06/2020,Pereira,MEGABUS,22467,"-0,570223429",128221,100186,52276,1
30/06/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1339946,"-0,668119569",3944298,2747677,1238445,2
30/06/2020,Bogotá y Soacha,TRONCAL,716768,"-0,719628852",2517676,1735010,733439,2
30/06/2020,Bogotá y Soacha,ZONAL Y DUAL,623178,"-0,579200764",1426622,1012667,505006,2
30/06/2020,Cartagena,TRANSCARIBE,18522,"-0,8677",140000,95430,45203,2
30/06/2020,Barranquilla,TRANSMETRO,34890,"-0,758171837",144276,110000,52000,2
30/06/2020,Bucaramanga,METROLINEA,34575,"-0,67429395",106154,70267,33354,2
30/06/2020,Medellin,SITVA,697678,"-0,633182929",1901978,1498727,780939,2
30/06/2020,Pereira,MEGABUS,50896,"-0,603060341",128221,100186,52276,2
01/07/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1338350,"-0,668514869",3944298,2747677,1238445,3
01/07/2020,Bogotá y Soacha,TRONCAL,716680,"-0,719663274",2517676,1735010,733439,3
01/07/2020,Bogotá y Soacha,ZONAL Y DUAL,621670,"-0,580219037",1426622,1012667,505006,3
01/07/2020,Cartagena,TRANSCARIBE,18069,"-0,870935714",140000,95430,45203,3
01/07/2020,Barranquilla,TRANSMETRO,34747,"-0,759162993",144276,110000,52000,3
01/07/2020,Bucaramanga,METROLINEA,34722,"-0,67290917",106154,70267,33354,3
01/07/2020,Medellin,SITVA,719959,"-0,621468282",1901978,1498727,780939,3
01/07/2020,Pereira,MEGABUS,50919,"-0,602880963",128221,100186,52276,4
02/07/2020,Bogotá y Soacha,TRANSMILENIO/SITP,1344217,"-0,667061719",3944298,2747677,1238445,4
02/07/2020,Bogotá y Soacha,TRONCAL,717148,"-0,719480211",2517676,1735010,733439,4
02/07/2020,Bogotá y Soacha,ZONAL Y DUAL,627069,"-0,576573377",1426622,1012667,505006,4
02/07/2020,Cartagena,TRANSCARIBE,18176,"-0,870171429",140000,95430,45203,4
02/07/2020,Barranquilla,TRANSMETRO,34262,"-0,762524606",144276,110000,52000,4
02/07/2020,Bucaramanga,METROLINEA,34425,"-0,675706992",106154,70267,33354,4
